City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,issoudun,47.0,1.8333,68.65,49,0,12.66,FR,1691338439
122,kampene,-3.6,26.6667,82.4,52,68,2.95,CD,1691338439
123,bondoukou,8.0333,-2.8,79.72,81,78,7.72,CI,1691338439
124,gamba,-2.65,10.0,74.59,73,38,8.05,GA,1691338439
125,mahina,-17.5065,-149.489,71.37,83,20,3.44,PF,1691338439
126,diamantino,-14.4086,-56.4461,98.64,17,5,8.21,BR,1691338440
127,amuntai,-2.4177,115.2494,75.54,92,82,2.13,ID,1691338440
128,richards bay,-28.783,32.0377,67.37,70,0,11.56,ZA,1691338440
129,cabo san lucas,22.8909,-109.9124,86.5,79,75,14.97,MX,1691337959
130,arraial do cabo,-22.9661,-42.0278,76.86,73,0,24.16,BR,1691338185
131,fale old settlement,-9.3852,-171.2468,83.01,75,45,10.58,TK,1691338440
132,madera,37.1666,-119.8343,90.97,36,0,3.44,US,1691338440
133,boda,4.3189,17.4695,75.56,93,100,3.33,CF,1691338441
134,el attaf,36.2239,1.6719,98.38,13,0,8.3,DZ,1691338441
135,kitimat,54.0524,-128.6534,69.91,56,97,3.0,CA,1691338297
136,port douglas,-16.4833,145.4667,66.99,82,27,12.28,AU,1691338441
137,genhe,50.7833,121.5167,55.94,67,100,1.54,CN,1691338441
